timestamp,temperature,humidity,solar_radiation,wind_speed,rainfall
2026-06-01 00:00:00,19.8,82.4,0.0,1.8,0.0
2026-06-01 00:01:00,19.79,82.42833333333334,0.0,1.7966666666666666,0.0
2026-06-01 00:02:00,19.78,82.45666666666668,0.0,1.7933333333333334,0.0
2026-06-01 00:03:00,19.77,82.485,0.0,1.79,0.0
2026-06-01 00:04:00,19.76,82.51333333333334,0.0,1.7866666666666666,0.0
2026-06-01 00:05:00,19.75,82.54166666666667,0.0,1.7833333333333334,0.0
2026-06-01 00:06:00,19.740000000000002,82.57000000000001,0.0,1.78,0.0
2026-06-01 00:07:00,19.73,82.59833333333334,0.0,1.7766666666666666,0.0
2026-06-01 00:08:00,19.72,82.62666666666667,0.0,1.7733333333333334,0.0
2026-06-01 00:09:00,19.71,82.655,0.0,1.77,0.0
2026-06-01 00:10:00,19.7,82.68333333333334,0.0,1.7666666666666666,0.0
2026-06-01 00:11:00,19.69,82.71166666666667,0.0,1.7633333333333334,0.0
2026-06-01 00:12:00,19.68,82.74000000000001,0.0,1.76,0.0
2026-06-01 00:13:00,19.67,82.76833333333333,0.0,1.7566666666666668,0.0
2026-06-01 00:14:00,19.66,82.79666666666667,0.0,1.7533333333333334,0.0
2026-06-01 00:15:00,19.65,82.825,0.0,1.75,0.0
2026-06-01 00:16:00,19.64,82.85333333333334,0.0,1.7466666666666668,0.0
2026-06-01 00:17:00,19.63,82.88166666666667,0.0,1.7433333333333334,0.0
2026-06-01 00:18:00,19.62,82.91,0.0,1.74,0.0
2026-06-01 00:19:00,19.61,82.93833333333333,0.0,1.7366666666666668,0.0
2026-06-01 00:20:00,19.6,82.96666666666667,0.0,1.7333333333333334,0.0
2026-06-01 00:21:00,19.59,82.995,0.0,1.73,0.0
2026-06-01 00:22:00,19.580000000000002,83.02333333333334,0.0,1.7266666666666668,0.0
2026-06-01 00:23:00,19.57,83.05166666666666,0.0,1.7233333333333334,0.0
2026-06-01 00:24:00,19.56,83.08,0.0,1.72,0.0
2026-06-01 00:25:00,19.55,83.10833333333333,0.0,1.7166666666666668,0.0
2026-06-01 00:26:00,19.54,83.13666666666667,0.0,1.7133333333333334,0.0
2026-06-01 00:27:00,19.53,83.165,0.0,1.71,0.0
2026-06-01 00:28:00,19.52,83.19333333333333,0.0,1.7066666666666668,0.0
2026-06-01 00:29:00,19.51,83.22166666666666,0.0,1.7033333333333334,0.0
2026-06-01 00:30:00,19.5,83.25,0.0,1.7000000000000002,0.0
2026-06-01 00:31:00,19.49,83.27833333333334,0.0,1.6966666666666668,0.0
2026-06-01 00:32:00,19.48,83.30666666666667,0.0,1.6933333333333334,0.0
2026-06-01 00:33:00,19.47,83.335,0.0,1.6900000000000002,0.0
2026-06-01 00:34:00,19.46,83.36333333333333,0.0,1.6866666666666668,0.0
2026-06-01 00:35:00,19.45,83.39166666666667,0.0,1.6833333333333333,0.0
2026-06-01 00:36:00,19.44,83.42,0.0,1.6800000000000002,0.0
2026-06-01 00:37:00,19.43,83.44833333333334,0.0,1.6766666666666667,0.0
2026-06-01 00:38:00,19.419999999999998,83.47666666666666,0.0,1.6733333333333333,0.0
2026-06-01 00:39:00,19.41,83.505,0.0,1.6700000000000002,0.0
2026-06-01 00:40:00,19.4,83.53333333333333,0.0,1.6666666666666667,0.0
2026-06-01 00:41:00,19.39,83.56166666666667,0.0,1.6633333333333333,0.0
2026-06-01 00:42:00,19.38,83.59,0.0,1.6600000000000001,0.0
2026-06-01 00:43:00,19.37,83.61833333333333,0.0,1.6566666666666667,0.0
2026-06-01 00:44:00,19.36,83.64666666666666,0.0,1.6533333333333333,0.0
2026-06-01 00:45:00,19.349999999999998,83.675,0.0,1.6500000000000001,0.0
2026-06-01 00:46:00,19.34,83.70333333333333,0.0,1.6466666666666667,0.0
2026-06-01 00:47:00,19.33,83.73166666666667,0.0,1.6433333333333335,0.0
2026-06-01 00:48:00,19.32,83.75999999999999,0.0,1.6400000000000001,0.0
2026-06-01 00:49:00,19.31,83.78833333333333,0.0,1.6366666666666667,0.0
2026-06-01 00:50:00,19.3,83.81666666666666,0.0,1.6333333333333333,0.0
2026-06-01 00:51:00,19.29,83.845,0.0,1.6300000000000001,0.0
2026-06-01 00:52:00,19.28,83.87333333333333,0.0,1.6266666666666667,0.0
2026-06-01 00:53:00,19.27,83.90166666666666,0.0,1.6233333333333335,0.0
2026-06-01 00:54:00,19.259999999999998,83.92999999999999,0.0,1.62,0.0
2026-06-01 00:55:00,19.25,83.95833333333333,0.0,1.6166666666666667,0.0
2026-06-01 00:56:00,19.24,83.98666666666666,0.0,1.6133333333333335,0.0
2026-06-01 00:57:00,19.23,84.015,0.0,1.61,0.0
2026-06-01 00:58:00,19.22,84.04333333333332,0.0,1.6066666666666667,0.0
2026-06-01 00:59:00,19.21,84.07166666666666,0.0,1.6033333333333335,0.0
2026-06-01 01:00:00,19.2,84.1,0.0,1.6,0.0
2026-06-01 01:01:00,19.191666666666666,84.125,0.0,1.5983333333333334,0.0
2026-06-01 01:02:00,19.183333333333334,84.14999999999999,0.0,1.5966666666666667,0.0
2026-06-01 01:03:00,19.175,84.175,0.0,1.5950000000000002,0.0
2026-06-01 01:04:00,19.166666666666664,84.19999999999999,0.0,1.5933333333333335,0.0
